物品ID,物品名称,全区挂售价,全区挂售价标准差,本服成交价,本服成交价标准差,本服成交价波动,本服挂售价,本服挂售价标准差,本服挂售价与成交价差值,利润率,单价差,本服近一个月成交次数,本服近一个月成交数量
18NQ,雷之晶簇NQ,12.75,0.82915619758885,21.6,10.725670142233538,0.49655880288118226,14.5,2.692582403567252,-7.100000000000001,0.6941176470588237,8.850000000000001,176,712984
19NQ,水之晶簇NQ,80.5,0.5,78.0,1.7888543819998317,0.022934030538459382,82.75,0.4330127018922193,4.75,-0.03105590062111796,-2.5,219,612320
1601NQ,风化短剑NQ,15218.0,8329.065133614937,10013111.2,19993454.962707624,1.9967275468495371,46082.75,7072.1077966544035,-9967028.45,656.9781311604678,9997893.2,17,17
1602HQ,青铜手半剑HQ,0,0,1300.0,754.983443527075,0.5807564950208269,0,0,-1300.0,0,1300.0,0,0
1602NQ,青铜手半剑NQ,367.25,91.07791993672231,448.4,551.9596362054021,1.230953693589211,525.0,0.0,76.60000000000002,0.22096664397549337,81.14999999999998,0,0
1603HQ,青铜维京剑HQ,3879.0,3354.0,657.6,336.55763250890624,0.5117968864186531,0,0,-657.6,-0.8304717710750193,-3221.4,0,0
1603NQ,青铜维京剑NQ,4.0,0.0,201.8,398.6002508779943,1.975224236263599,0,0,-201.8,49.45,197.8,1,1
1604HQ,梣木石刃棒HQ,0,0,2285.4,4413.370394607731,1.9311150759638274,0,0,-2285.4,0,2285.4,1,1
1604NQ,梣木石刃棒NQ,55.5,49.5,1803.0,2224.681100742306,1.233877482386193,5250.0,0.0,3447.0,31.486486486486484,1747.5,9,9
1605HQ,青铜骑兵剑HQ,23231.0,4319.1573831014775,6687.4,4135.867725157564,0.6184567582554601,0,0,-6687.4,-0.7121346476690629,-16543.6,0,0
1605NQ,青铜骑兵剑NQ,10500.0,0.0,772.4,823.3545044511507,1.0659690632459227,0,0,-772.4,-0.9264380952380953,-9727.6,0,0
1606NQ,钝化手半剑NQ,0,0,5601000.0,11199500.020090183,1.9995536547206183,0,0,-5601000.0,0,5601000.0,0,0
1607HQ,黄铜手半剑HQ,840.0,0.0,9.0,0.0,0.0,0,0,-9.0,-0.9892857142857143,-831.0,0,0
1607NQ,黄铜手半剑NQ,681.75,404.401641317144,124.6,142.80560213100884,1.1461123766533616,1295.0,583.5666200186573,1170.4,-0.8172350568390172,-557.15,3,3
1609HQ,黄铜维京剑HQ,6300.0,0.0,6000.0,3741.657386773941,0.6236095644623235,0,0,-6000.0,-0.04761904761904767,-300.0,0,0
1609NQ,黄铜维京剑NQ,525.0,0.0,752.25,747.5929290061537,0.9938091445744814,0,0,-752.25,0.43285714285714283,227.25,0,0
1611HQ,残戮剑HQ,1954.5,379.5,7000.0,2000.0,0.2857142857142857,1575.0,0.0,-5425.0,2.5814786390381173,5045.5,0,0
1611NQ,残戮剑NQ,380.75,125.29639859149982,180282.2,359859.0673963351,1.9960876192787478,945.0,246.24682739073006,-179337.2,472.492317793828,179901.45,9,9
1613NQ,钝化哥布林弯刀NQ,848.5,22.197972880423112,3485.6,2104.4257744097317,0.603748500806097,4200.0,0.0,714.4000000000001,3.107955215085445,2637.1,7,7
1614HQ,黑铁短剑HQ,2216.5,117.5,3777.4,1451.9498062949697,0.38437809241673365,0,0,-3777.4,0.7042183622828784,1560.9,0,0
1614NQ,黑铁短剑NQ,15.0,0.0,14.0,0.0,0.0,15.0,0.0,1.0,-0.06666666666666665,-1.0,1,1
1616NQ,钝化维京剑NQ,8190.0,0.0,4622.0,1334.2885744845453,0.2886820801567601,0,0,-4622.0,-0.43565323565323566,-3568.0,0,0
1621NQ,钝化哥布林长剑NQ,5985.0,3896.334816208689,6700.0,6939.740629158989,1.0357821834565655,0,0,-6700.0,0.11946532999164572,715.0,1,1
1622HQ,黑铁骑兵剑HQ,4796.0,0.0,9999.666666666666,1414.449323549235,0.14144964734316828,0,0,-9999.666666666666,1.0850013900472613,5203.666666666666,0,0
1622NQ,黑铁骑兵剑NQ,1262.25,194.89275897272324,1630.2,3185.062222312148,1.9537861748939689,9100.0,989.9494936611666,7469.8,0.2915032679738563,367.95000000000005,3,3
1625HQ,白钢宽刃剑HQ,4894.0,356.0,8408400.0,16795800.01786161,1.9975024996267552,0,0,-8408400.0,1717.103800572129,8403506.0,0,0
1625NQ,白钢宽刃剑NQ,1974.5,1494.7033986714555,316.8,591.6000000000001,1.8674242424242429,4025.0,3101.0079006671363,3708.2,-0.8395543175487465,-1657.7,6,6
1627HQ,榆木石刃棒HQ,1881.0,176.6691823720255,1415.4,857.5480394706759,0.6058697466939917,2399.0,0.0,983.5999999999999,-0.24752791068580537,-465.5999999999999,1,1
1627NQ,榆木石刃棒NQ,321.25,169.88580723533087,604.6,365.76527992689523,0.6049706912452782,1188.0,766.2372348039477,583.4,0.8820233463035021,283.35,24,24
1633HQ,白钢弯刃刀HQ,5250.0,0.0,17679.6,21324.657667592226,1.2061730846621093,5250.0,0.0,-12429.599999999999,2.367542857142857,12429.599999999999,1,1
1633NQ,白钢弯刃刀NQ,0,0,10800.0,6431.174076325411,0.5954790811412418,0,0,-10800.0,0,10800.0,1,1
1635HQ,古典手半剑HQ,16012.5,3182.643358907812,6377.6,4783.714774105998,0.7500807159599219,17850.0,0.0,11472.4,-0.6017111631537861,-9634.9,0,0
1635NQ,古典手半剑NQ,0,0,3906.4,3410.662258271845,0.8730960112307611,0,0,-3906.4,0,3906.4,0,0
1636NQ,钝化神风弯刀NQ,3010.0,148.49242404917499,2959.8,79.90093866782793,0.026995384373210328,3113.25,103.27965675775651,153.44999999999982,-0.01667774086378726,-50.19999999999982,19,19
1637HQ,胡桃石刃棒HQ,23334.0,0.0,19777.4,4888.700015341502,0.24718618298368347,23334.0,0.0,3556.5999999999985,-0.15242135938973167,-3556.5999999999985,5,5
1637NQ,胡桃石刃棒NQ,1705.5,681.5623595827458,2222.6,3906.01022016072,1.7574058400795105,8924.666666666666,8753.03948478597,6702.066666666666,0.3031955438287892,517.0999999999999,4,4
1639HQ,白钢长剑HQ,2334.0,0.0,6079.8,2010.9779113655125,0.33076382633729934,0,0,-6079.8,1.604884318766067,3745.8,0,0
1639NQ,白钢长剑NQ,11549.5,9449.5,1420.0,765.2450587883596,0.5389049709777181,0,0,-1420.0,-0.8770509545867786,-10129.5,0,0
1642HQ,哥布林弯刀HQ,14699.0,4201.0,35428.6,43648.06214988243,1.232000760681552,18900.0,0.0,-16528.6,1.4102728076739912,20729.6,0,0
1642NQ,哥布林弯刀NQ,0,0,6002300.0,6691218.76491869,1.1147757967643552,0,0,-6002300.0,0,6002300.0,0,0
1643HQ,秘银宽刃剑HQ,25829.0,0.0,24699.0,0.0,0.0,25829.0,0.0,1130.0,-0.043749274071779753,-1130.0,13,13
1643NQ,秘银宽刃剑NQ,4725.0,0.0,5568.8,3820.072219212616,0.6859776287912326,0,0,-5568.8,0.17858201058201062,843.8000000000002,0,0
1648HQ,古典维京剑HQ,52500.0,0.0,11399.8,4882.679608575602,0.4283127430810718,52500.0,0.0,41100.2,-0.7828609523809524,-41100.2,0,0
1648NQ,古典维京剑NQ,0,0,3988.0,3694.7104352032784,0.9264569797400397,0,0,-3988.0,0,3988.0,0,0
1649HQ,哥布林长剑HQ,11112.5,3884.6452540740447,14799.8,3709.274883316145,0.2506300681979584,8400.0,0.0,-6399.799999999999,0.3318155230596176,3687.2999999999993,1,1
1649NQ,哥布林长剑NQ,0,0,4622.0,1719.081033575788,0.37193445122799396,0,0,-4622.0,0,4622.0,0,0
1650HQ,白羽橡木石刃棒HQ,15750.0,0.0,10866.6,1066.5750043949088,0.09815167618159394,0,0,-10866.6,-0.3100571428571428,-4883.4,0,0
1650NQ,白羽橡木石刃棒NQ,7947.75,1120.7989059148836,7059.8,8006.0242417819345,1.1340298934505133,8166.0,0.0,1106.1999999999998,-0.11172344374193954,-887.9499999999998,8,8
1657HQ,钴铁斗剑HQ,20386.25,17644.515923864277,10977.2,2548.0167503374073,0.23211900578812514,8400.0,0.0,-2577.2000000000007,-0.4615390275308112,-9409.05,1,1
1657NQ,钴铁斗剑NQ,0,0,3200.0,3487.1191548325387,1.0897247358851683,0,0,-3200.0,0,3200.0,0,0
1659HQ,钴铁赛施尔长刀HQ,8396.0,2.345207879911715,22198.4,1165.6075840521971,0.05250863053428162,22047.5,0.5,-150.90000000000146,1.6439256788947119,13802.400000000001,48,48
1659NQ,钴铁赛施尔长刀NQ,4199.5,1818.36471864145,4410.4,5416.37892322906,1.2280924458618403,6824.75,1575.2500396762414,2414.3500000000004,0.05022026431718052,210.89999999999964,4,4
1662NQ,托尔穆恩的骄傲NQ,33048.5,34015.500573268066,8846.8,10661.847014471741,1.2051642418130557,7245.0,0.0,-1601.7999999999993,-0.7323085767886591,-24201.7,0,0
1663HQ,钴铁翼剑HQ,17625.25,7.75806032459145,17784.0,0.0,0.0,18674.5,0.5,890.5,0.009006964440220644,158.75,34,34
1663NQ,钴铁翼剑NQ,10237.5,454.6633369868303,2627.6,2915.068205033975,1.1094033357565745,18243.25,1136.3699606642197,15615.65,-0.7433357753357753,-7609.9,3,3
1666HQ,巨胆长剑HQ,1490.5,398.6191791672849,3170.8,1117.4401818442007,0.3524158514709854,7354.75,74.5096470264086,4183.95,1.1273398188527342,1680.3000000000002,7,7
1666NQ,巨胆长剑NQ,1706.0,435.68394507945777,3780.0,1055.2724766618335,0.2791726128735009,3148.75,0.82915619758885,-631.25,1.2157092614302463,2074.0,9,9
1670HQ,神风弯刀HQ,15198.75,45.46633369868303,29476.8,472.8341781216751,0.016040892434785157,31498.75,0.4330127018922193,2021.9500000000007,0.9394226498889711,14278.05,80,80
1670NQ,神风弯刀NQ,32227.25,16020.661743120974,27400.0,1624.807680927192,0.05929955039880263,0,0,-27400.0,-0.14978783482922065,-4827.25,7,7
1673HQ,破甲锋HQ,2033.0,572.9371693301108,4199.8,1469.8571903419734,0.34998266354159085,8793.5,1007.9877231395232,4593.7,1.0658140678799803,2166.8,6,6
1673NQ,破甲锋NQ,3397.75,1432.2268282293835,3160.0,939.3614852653902,0.29726629280550326,6913.0,688.7220048756973,3753.0,-0.06997277610183206,-237.75,2,2
1680NQ,风化骨拳NQ,3938.25,2272.017646828475,18302.0,20368.77060600369,1.1129259428479779,52791.25,6669.835206922282,34489.25,3.64724179521361,14363.75,5,5
1681HQ,兽骨骨拳HQ,0,0,11263.2,12978.381831337834,1.1522819297657712,0,0,-11263.2,0,11263.2,1,1
1681NQ,兽骨骨拳NQ,0,0,90.0,95.26384413826686,1.058487157091854,0,0,-90.0,0,90.0,12,12
1682HQ,鞣革护拳HQ,367.5,52.5,592.4,315.53167828286274,0.53263281276648,0,0,-592.4,0.6119727891156461,224.89999999999998,1,1
1682NQ,鞣革护拳NQ,669.5,850.6128672904025,27.0,36.959437225152655,1.3688680453760242,26.5,5.5,-0.5,-0.9596713965646004,-642.5,3,3
1683HQ,牡羊角爪HQ,0,0,5260.0,3923.0600301295417,0.7458289030664528,0,0,-5260.0,0,5260.0,0,0
1683NQ,牡羊角爪NQ,131.25,45.46633369868303,2020.0,895.3211714239757,0.44322830268513647,0,0,-2020.0,14.39047619047619,1888.75,5,5
1684HQ,青铜指虎HQ,5687.25,9447.049549330204,0,0,0,0,0,0,-1.0,-5687.25,0,0
1684NQ,青铜指虎NQ,1499.0,916.0,841.6,706.9103479225637,0.8399600141665443,0,0,-841.6,-0.4385590393595731,-657.4,0,0
1685HQ,硬革护拳HQ,1155.0,0.0,741.8,337.2906165312044,0.45469212258183395,0,0,-741.8,-0.3577489177489178,-413.20000000000005,0,0
1685NQ,硬革护拳NQ,451.5,92.13712606761729,243.8,252.25732893218384,1.0346896182616236,0,0,-243.8,-0.4600221483942414,-207.7,8,8
1686HQ,黄铜指虎HQ,1995.0,0.0,2161.6,1490.6569826757598,0.6896081526072168,0,0,-2161.6,0.08350877192982442,166.5999999999999,0,0
1686NQ,黄铜指虎NQ,0,0,570.3333333333334,413.24111874572964,0.7245606991450548,0,0,-570.3333333333334,0,570.3333333333334,0,0
1688HQ,硬革钢拳HQ,4083.3333333333335,824.9579113843054,3021.2,1890.6606675974406,0.6257979172505762,0,0,-3021.2,-0.26011428571428574,-1062.1333333333337,0,0
1688NQ,硬革钢拳NQ,642.5,662.0987464117418,584.0,549.4317064021697,0.9408077164420713,1627.5,52.5,1043.5,-0.09105058365758756,-58.5,0,0
1694HQ,铁甲指虎HQ,0,0,3220.0,1293.6769303036983,0.4017630218334467,0,0,-3220.0,0,3220.0,0,0
1694NQ,铁甲指虎NQ,25200.0,4200.0,544.2,598.2763241178778,1.0993684750420394,0,0,-544.2,-0.9784047619047619,-24655.8,4,4
1697HQ,蟾蜍钢拳HQ,2388.0,0.0,7399.6,6529.955638440433,0.8824741389318926,2388.0,0.0,-5011.6,2.0986599664991625,5011.6,0,0
1697NQ,蟾蜍钢拳NQ,678.5,393.2025559428626,1087.6,1269.5734086692269,1.1673164846167956,28875.0,7875.0,27787.4,0.6029476787030212,409.0999999999999,9,9
1699HQ,白钢爪HQ,5016.666666666667,2396.6411681536492,4134.8,1682.6814790684539,0.4069559541134889,5950.0,2450.0,1815.1999999999998,-0.17578737541528244,-881.8666666666668,0,0
1699NQ,白钢爪NQ,283.75,375.5671544477765,2317.6,866.97118752586,0.3740814582006645,0,0,-2317.6,7.167753303964757,2033.85,0,0
1701NQ,旧化骨拳NQ,1050.0,0.0,1990.0,332.264954516723,0.166967313827499,0,0,-1990.0,0.8952380952380952,940.0,0,0
1706HQ,蟹甲骨拳HQ,2332.75,404.2897321228923,2837.6,979.2522861857407,0.34509877579142256,0,0,-2837.6,0.21641839031186372,504.8499999999999,0,0
1706NQ,蟹甲骨拳NQ,4384.0,184.0,2404.4,272.6122521091083,0.11338057399314103,0,0,-2404.4,-0.45155109489051093,-1979.6,0,0
1708HQ,野猪护拳HQ,20737.5,16012.5,3260.0,1053.7551897855592,0.3232377882777789,4725.0,0.0,1465.0,-0.8427968655816758,-17477.5,0,0
1708NQ,野猪护拳NQ,942.75,948.1211354568571,1653.8,1312.7099298778844,0.7937537367746308,0,0,-1653.8,0.7542296473084062,711.05,0,0
1711HQ,秘银爪HQ,0,0,8998.8,5789.421712053804,0.6433548597650581,0,0,-8998.8,0,8998.8,0,0
1711NQ,秘银爪NQ,3238.0,3167.0,7677.4,11232.258821804277,1.4630289970308017,6405.0,0.0,-1272.3999999999996,1.3710315009264975,4439.4,0,0
1716HQ,龟甲骨拳HQ,0,0,7079.8,6625.5952306189065,0.9358449716967862,0,0,-7079.8,0,7079.8,1,1
1716NQ,龟甲骨拳NQ,15487.25,5525.259060668558,1546.4,1806.166503952501,1.1679814433215863,10500.0,0.0,8953.6,-0.9001501234886762,-13940.85,1,1
1723HQ,钴铁指虎HQ,13644.75,2.680951323690902,26198.4,1165.6075840521971,0.04449155612755729,26247.5,0.5,49.099999999998545,0.9200351783653054,12553.650000000001,67,67
1723NQ,钴铁指虎NQ,4725.0,525.0,6177.4,3668.3836004431164,0.5938394147121955,4200.0,0.0,-1977.3999999999996,0.3073862433862433,1452.3999999999996,0,0
1728HQ,毒蜥蜴革钢拳HQ,60636.75,13184.803759916185,12440.6,4994.382508378788,0.40145833065758785,0,0,-12440.6,-0.7948339909378388,-48196.15,0,0
1728NQ,毒蜥蜴革钢拳NQ,7875.0,0.0,3670.4,3044.459663060097,0.8294626370586575,15750.0,0.0,12079.6,-0.5339174603174603,-4204.6,0,0
1731NQ,西蒙的爱爪NQ,653.75,133.0589624940763,3219.8,1822.3962686528964,0.5659967291921536,0,0,-3219.8,3.925124282982792,2566.05,1,1
1732HQ,古典骨拳HQ,11760.0,11464.730698974137,6000.0,2000.0,0.3333333333333333,0,0,-6000.0,-0.4897959183673469,-5760.0,0,0
1732NQ,古典骨拳NQ,15749.75,6429.706462001201,3330.8,1191.2531888729618,0.3576477689663029,0,0,-3330.8,-0.7885172780520325,-12418.95,0,0
1733HQ,钴铁爪HQ,23334.0,0.0,11860.0,4074.113400483595,0.3435171501250923,0,0,-11860.0,-0.49172880774835004,-11474.0,0,0
1733NQ,钴铁爪NQ,12600.0,0.0,2819.2,3136.071835911926,1.1123977851560465,0,0,-2819.2,-0.7762539682539683,-9780.8,1,1
1736HQ,巨胆利爪HQ,496.25,44.21184795956849,1444.0,836.8521972248146,0.5795375327041653,2230.5,226.61034839565468,786.5,1.9098236775818638,947.75,0,0
1736NQ,巨胆利爪NQ,223.5,113.44932789576146,1857.4,915.7806724319967,0.4930444020846326,2801.75,2124.3841901831224,944.3499999999999,7.310514541387025,1633.9,0,0
1740HQ,野性钢拳HQ,9945.75,497.47280076402166,77332.6,28987.57231366573,0.374842851703754,66499.66666666667,19799.225579692647,-10832.933333333334,6.77544177161099,67386.85,20,20
1740NQ,野性钢拳NQ,28215.0,11947.394067326983,76399.8,17315.616077980016,0.226644782813306,49350.0,1818.6533479473212,-27049.800000000003,1.7077724614566723,48184.8,6,6
1743HQ,复仇烈拳HQ,1187.0,93.0,1040.0,48.98979485566356,0.04710557197659958,1713.25,338.6298679974937,673.25,-0.12384161752316769,-147.0,3,3
1743NQ,复仇烈拳NQ,948.25,486.58112119152344,923.8,301.12880964796443,0.3259675358821871,5482.75,2520.034759184881,4558.95,-0.025784339572897497,-24.450000000000045,1,1
1749NQ,风化战斧NQ,9771.0,7830.601701018894,23500.0,20822.065257798036,0.8860453301190654,57399.0,3960.50510246694,33899.0,1.4050762460341826,13729.0,4,4
1750HQ,青铜战斧HQ,16537.5,7729.276728776115,2644.3333333333335,1470.9852329495207,0.5562782930604515,0,0,-2644.3333333333335,-0.840100781053162,-13893.166666666666,1,1
1750NQ,青铜战斧NQ,157.5,52.5,99.6,0.4898979485566356,0.004918654101974253,0,0,-99.6,-0.3676190476190476,-57.900000000000006,10,10
1751HQ,青铜双刃斧HQ,0,0,833.3333333333334,235.70226039551585,0.282842712474619,0,0,-833.3333333333334,0,833.3333333333334,0,0
1751NQ,青铜双刃斧NQ,13.5,7.5,403.0,487.4484588138524,1.209549525592686,0,0,-403.0,28.85185185185185,389.5,0,0
1752HQ,阴云战斧HQ,787.5,262.5,655.2,334.8590151093442,0.5110790828897195,0,0,-655.2,-0.16799999999999993,-132.29999999999995,0,0
1752NQ,阴云战斧NQ,93.5,148.090344047139,551.4,463.106726360134,0.8398743677187778,179.0,171.0,-372.4,4.897326203208556,457.9,6,6
1753HQ,青铜刺柄双刃斧HQ,13722.25,6945.5448805331325,12908.4,9751.565876309302,0.7554434226015077,0,0,-12908.4,-0.05930878682431817,-813.8500000000004,0,0
1753NQ,青铜刺柄双刃斧NQ,10500.0,0.0,834.6,615.5880440684338,0.7375845244050249,0,0,-834.6,-0.9205142857142857,-9665.4,2,2
1754HQ,黑铁战斧HQ,0,0,1260.4,1409.2004257734243,1.1180580972496226,0,0,-1260.4,0,1260.4,0,0
1754NQ,黑铁战斧NQ,105.0,0.0,1199.8,485.6749530292869,0.40479659362334297,980.0,98.99494936611666,-219.79999999999995,10.426666666666666,1094.8,0,0
1756HQ,黑铁双刃斧HQ,0,0,1983.0,1670.1384373757762,0.8422281580311529,0,0,-1983.0,0,1983.0,0,0
1756NQ,黑铁双刃斧NQ,296.25,283.6894208461077,1582.8,1347.881063002222,0.8515801509996348,0,0,-1582.8,4.342784810126582,1286.55,0,0
1758HQ,业火战斧HQ,1400.0,494.9747468305833,1300.0,412.31056256176606,0.31716197120135853,1050.0,0.0,-250.0,-0.0714285714285714,-100.0,1,1
1758NQ,业火战斧NQ,252.5,194.17324738490623,600.0,200.0,0.3333333333333333,534.0,516.0,-66.0,1.3762376237623761,347.5,9,9
1764HQ,黑铁钩斧HQ,0,0,3533.2,2646.735528911039,0.749104361177131,0,0,-3533.2,0,3533.2,0,0
1764NQ,黑铁钩斧NQ,4494.25,2447.875750012651,2279.6,3324.5680381066045,1.4583997359653469,0,0,-2279.6,-0.49277410023919455,-2214.65,0,0
1766HQ,雷暴战斧HQ,6824.75,8191.922862643422,4679.8,2797.912107268561,0.5978700173658192,0,0,-4679.8,-0.31428990072896446,-2144.95,0,0
1766NQ,雷暴战斧NQ,30.0,0.0,416.8,476.18080599704984,1.1424683445226724,551.25,309.4829357169794,134.45,12.893333333333334,386.8,1,1
1769HQ,白钢刺柄双刃斧HQ,17574.25,20352.46285311682,7740.0,3303.089462911957,0.42675574456226834,4252.0,0.0,-3488.0,-0.5595829124998222,-9834.25,0,0
1769NQ,白钢刺柄双刃斧NQ,1404.25,392.04041564614226,1368.4,369.425824760533,0.26996917915853036,4900.0,0.0,3531.6,-0.025529642157735344,-35.84999999999991,8,8
1771NQ,旧化钩斧NQ,5343.0,295.05423230314796,1232.0,1443.8614892017863,1.1719654944819693,0,0,-1232.0,-0.7694179300018716,-4111.0,0,0
1776HQ,白钢巨斧HQ,28875.0,23625.0,5460.0,3493.7658765292217,0.6398838601701872,0,0,-5460.0,-0.8109090909090909,-23415.0,1,1
1776NQ,白钢巨斧NQ,11969.75,3447.6688047867938,3109.6,3712.256542859073,1.1938051655708364,0,0,-3109.6,-0.7402117838718436,-8860.15,2,2
1778HQ,白钢长刃斧HQ,10497.0,0.7071067811865476,10979.0,74.83849276942982,0.006816512685074216,11286.5,51.5,307.5,0.04591788129941898,482.0,59,59
1778NQ,白钢长刃斧NQ,5276.25,1234.3083842784185,4000.0,1549.1933384829667,0.3872983346207417,0,0,-4000.0,-0.24188580904998813,-1276.25,14,14
1781HQ,秘银刺柄双刃斧HQ,15750.0,0.0,6905.0,2558.1438583472977,0.370477025104605,0,0,-6905.0,-0.5615873015873016,-8845.0,1,1
1781NQ,秘银刺柄双刃斧NQ,35700.0,34650.0,4173.4,2296.003101043202,0.5501516991046155,0,0,-4173.4,-0.8830980392156863,-31526.6,4,4
1786HQ,秘银长刃斧HQ,24150.0,0.0,16966.6,9929.867181387674,0.5852596973694008,0,0,-16966.6,-0.2974492753623189,-7183.4000000000015,2,2
1786NQ,秘银长刃斧NQ,0,0,2579.8,1598.0713876419916,0.6194555343987873,0,0,-2579.8,0,2579.8,1,1
1796HQ,海盗巨斧HQ,11023.25,523.7501193317287,10897.8,489.2469315182263,0.04489410078348165,11679.0,228.6307065990918,781.2000000000007,-0.011380491234436407,-125.45000000000073,81,81
1796NQ,海盗巨斧NQ,2158.5,101.32497224277932,5399.6,799.700093785164,0.14810358059581524,7350.0,2100.0,1950.3999999999996,1.5015520037062777,3241.1000000000004,5,5
1799NQ,西博尔德的所及NQ,9449.75,1049.7500595379836,6177.6,1783.6387078105251,0.2887268045536333,0,0,-6177.6,-0.34626841979946554,-3272.1499999999996,0,0
1800HQ,古典钩斧HQ,11899.666666666666,10155.561705565851,7899.8,2059.456277758768,0.2606972680015656,0,0,-7899.8,-0.33613266478052606,-3999.866666666666,2,2
1800NQ,古典钩斧NQ,6589.0,26.0,4657.6,2206.2799097122743,0.4736945872793443,0,0,-4657.6,-0.2931249051449385,-1931.3999999999996,0,0
1801HQ,半月长刃斧HQ,0,0,13600.0,4079.215610874228,0.2999423243289873,0,0,-13600.0,0,13600.0,2,2
1801NQ,半月长刃斧NQ,50166.0,0.0,10306.0,5147.147831566527,0.49943215908854327,0,0,-10306.0,-0.7945620539807838,-39860.0,0,0
1803HQ,钴铁刺柄双刃斧HQ,34999.0,9898.787838249018,38033.0,21507.108731765875,0.5654854660890772,0,0,-38033.0,0.0866881910911741,3034.0,1,1
1803NQ,钴铁刺柄双刃斧NQ,11550.0,0.0,10420.4,10305.892850209535,0.9890112519874031,0,0,-10420.4,-0.09780086580086578,-1129.6000000000004,2,2
1806HQ,巨胆战斧HQ,1720.5,219.80616460872974,5759.4,2295.1499820273184,0.39850504948906457,7991.333333333333,1402.6642110244663,2231.9333333333334,2.3475152571926765,4038.8999999999996,6,6
1806NQ,巨胆战斧NQ,2225.0,355.35334527762643,2980.0,1128.5388783732708,0.3787043216017687,2099.0,0.0,-881.0,0.33932584269662924,755.0,6,6
1810HQ,野蛮巨斧HQ,26249.5,0.5,23998.0,1999.003751872417,0.08329876455839724,26249.5,0.5,2251.5,-0.08577306234404469,-2251.5,49,49
1810NQ,野蛮巨斧NQ,35175.0,2727.980021920982,36377.6,3704.797840638542,0.10184283296969954,33600.0,0.0,-2777.5999999999985,0.03418905472636813,1202.5999999999985,13,13
1813HQ,暴怒震斧HQ,1224.5,302.8204913806197,5940.0,2800.428538634757,0.4714526159317773,10789.5,506.6342369007448,4849.5,3.850959575336872,4715.5,7,7
1813NQ,暴怒震斧NQ,1780.75,633.0495142561915,1579.8,699.8801040178239,0.4430181693998126,0,0,-1579.8,-0.11284571107679353,-200.95000000000005,2,2
